Run ID,Fold Index,Loss
20240630085259_1007361e,1,17.581035137176514
20240630085259_1007361e,1,17.58462929725647
20240630085259_1007361e,1,17.57800555229187
20240630085259_1007361e,1,17.574573516845703
20240630085259_1007361e,1,17.571970462799072
20240630085259_1007361e,1,17.571401834487915
20240630085259_1007361e,1,17.571279287338257
20240630085259_1007361e,1,17.578096628189087
20240630085259_1007361e,1,17.570521354675293
20240630085259_1007361e,1,17.570659160614014
20240630085259_1007361e,1,17.56976556777954
20240630085259_1007361e,1,17.565927982330322
20240630085259_1007361e,1,17.56486701965332
20240630085259_1007361e,1,17.57480502128601
20240630085259_1007361e,1,17.562026500701904
20240630085259_1007361e,1,17.557497024536133
20240630085259_1007361e,1,17.555691719055176
20240630085259_1007361e,1,17.559614419937134
20240630085259_1007361e,1,17.553481340408325
20240630085259_1007361e,1,17.552336931228638
20240630085259_1007361e,1,17.54388689994812
20240630085259_1007361e,1,17.539270639419556
20240630085259_1007361e,1,17.52949619293213
20240630085259_1007361e,1,17.516196727752686
20240630085259_1007361e,1,17.49203085899353
20240630085259_1007361e,1,17.480348348617554
20240630085259_1007361e,1,17.45387578010559
20240630085259_1007361e,1,17.423277139663696
20240630085259_1007361e,1,17.385343074798584
20240630085259_1007361e,1,17.330383777618408
20240630085259_1007361e,1,17.279160261154175
20240630085259_1007361e,1,17.242541074752808
20240630085259_1007361e,1,17.155267238616943
20240630085259_1007361e,1,17.095454692840576
20240630085259_1007361e,1,17.016722202301025
20240630085259_1007361e,1,16.916580200195312
20240630085259_1007361e,1,16.840816736221313
20240630085259_1007361e,1,16.7265522480011
20240630085259_1007361e,1,16.688710927963257
20240630085259_1007361e,1,16.561067819595337
20240630085259_1007361e,1,16.481917142868042
20240630085259_1007361e,1,16.406052947044373
20240630085259_1007361e,1,16.30504047870636
20240630085259_1007361e,1,16.191824316978455
20240630085259_1007361e,1,16.138446927070618
20240630085259_1007361e,1,16.1073135137558
20240630085259_1007361e,1,16.0057555437088
20240630085259_1007361e,1,15.898243069648743
20240630085259_1007361e,1,15.828364849090576
20240630085259_1007361e,1,15.729697942733765
20240630085259_1007361e,1,15.664209246635437
20240630085259_1007361e,1,15.53131115436554
20240630085259_1007361e,1,15.561355829238892
20240630085259_1007361e,1,15.511926651000977
20240630085259_1007361e,1,15.390485525131226
20240630085259_1007361e,1,15.2854984998703
20240630085259_1007361e,1,15.235199689865112
20240630085259_1007361e,1,15.217307329177856
20240630085259_1007361e,1,15.132318615913391
20240630085259_1007361e,1,14.952308773994446
20240630085259_1007361e,1,14.948718070983887
20240630085259_1007361e,1,14.759624004364014
20240630085259_1007361e,1,14.737694382667542
20240630085259_1007361e,1,14.60570478439331
20240630085259_1007361e,1,14.59938907623291
20240630085259_1007361e,1,14.434836626052856
20240630085259_1007361e,1,14.313823342323303
20240630085259_1007361e,1,14.1562260389328
20240630085259_1007361e,1,14.15286135673523
20240630085259_1007361e,1,14.003772020339966
20240630085259_1007361e,1,13.920447945594788
20240630085259_1007361e,1,13.869399785995483
20240630085259_1007361e,1,13.726631045341492
20240630085259_1007361e,1,13.694052577018738
20240630085259_1007361e,1,13.514707088470459
20240630085259_1007361e,1,13.503679394721985
20240630085259_1007361e,1,13.330840587615967
20240630085259_1007361e,1,13.201091289520264
20240630085259_1007361e,1,13.195632696151733
20240630085259_1007361e,1,12.979066729545593
20240630085259_1007361e,1,12.971405267715454
20240630085259_1007361e,1,12.80393922328949
20240630085259_1007361e,1,12.734011054039001
20240630085259_1007361e,1,12.681355476379395
20240630085259_1007361e,1,12.581095576286316
20240630085259_1007361e,1,12.487225413322449
20240630085259_1007361e,1,12.410776019096375
20240630085259_1007361e,1,12.32433271408081
20240630085259_1007361e,1,12.158108830451965
20240630085259_1007361e,1,12.143858313560486
20240630085259_1007361e,1,12.073099851608276
20240630085259_1007361e,1,12.013884782791138
20240630085259_1007361e,1,11.906821846961975
20240630085259_1007361e,1,11.801271438598633
20240630085259_1007361e,1,11.791240334510803
20240630085259_1007361e,1,11.72944438457489
20240630085259_1007361e,1,11.547849535942078
20240630085259_1007361e,1,11.423768162727356
20240630085259_1007361e,1,11.424452662467957
